Device,Test Name,Test Status,Message(s),Test description,Test category
s2-leaf1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-leaf1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-leaf1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-leaf1,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-leaf1,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-leaf1,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-leaf1,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-leaf1,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-leaf1,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-leaf1,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-leaf1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-leaf1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-leaf1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-leaf1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-leaf1,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-leaf1,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-leaf1,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:28 45eff1b5ef96 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-leaf1,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-leaf1,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-leaf1,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-leaf1,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-leaf1,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-leaf1,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-leaf1,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-leaf1,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-leaf1,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-leaf1,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.48%,Verifies whether the memory utilization is below 75%.,System
s2-leaf1,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-leaf1,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
s2-leaf2,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-leaf2,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-leaf2,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-leaf2,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-leaf2,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-leaf2,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-leaf2,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-leaf2,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-leaf2,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-leaf2,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-leaf2,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-leaf2,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-leaf2,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-leaf2,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-leaf2,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-leaf2,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-leaf2,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:32 f4393670b1a0 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-leaf2,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-leaf2,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-leaf2,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-leaf2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-leaf2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-leaf2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-leaf2,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-leaf2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-leaf2,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-leaf2,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.46%,Verifies whether the memory utilization is below 75%.,System
s2-leaf2,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-leaf2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
s2-leaf3,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-leaf3,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-leaf3,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-leaf3,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-leaf3,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-leaf3,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-leaf3,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-leaf3,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-leaf3,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-leaf3,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-leaf3,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-leaf3,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-leaf3,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-leaf3,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-leaf3,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-leaf3,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-leaf3,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:36 1380b49a7f61 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-leaf3,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-leaf3,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-leaf3,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-leaf3,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-leaf3,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-leaf3,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-leaf3,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-leaf3,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-leaf3,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-leaf3,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.47%,Verifies whether the memory utilization is below 75%.,System
s2-leaf3,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-leaf3,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
s2-leaf4,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-leaf4,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-leaf4,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-leaf4,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-leaf4,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-leaf4,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-leaf4,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-leaf4,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-leaf4,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-leaf4,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-leaf4,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-leaf4,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-leaf4,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-leaf4,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-leaf4,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-leaf4,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-leaf4,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:40 4a1c00974208 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-leaf4,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-leaf4,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-leaf4,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-leaf4,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-leaf4,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-leaf4,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-leaf4,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-leaf4,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-leaf4,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-leaf4,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.16%,Verifies whether the memory utilization is below 75%.,System
s2-leaf4,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-leaf4,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
s2-spine1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-spine1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-spine1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-spine1,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-spine1,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-spine1,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-spine1,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-spine1,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-spine1,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-spine1,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-spine1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-spine1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-spine1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-spine1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-spine1,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-spine1,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-spine1,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:22 87193db87e54 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-spine1,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-spine1,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-spine1,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-spine1,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-spine1,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-spine1,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-spine1,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-spine1,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-spine1,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-spine1,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.47%,Verifies whether the memory utilization is below 75%.,System
s2-spine1,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-spine1,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
s2-spine2,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
s2-spine2,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
s2-spine2,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
s2-spine2,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on cEOSLab,Verifies the status of power supply fans and all fan trays.,Hardware
s2-spine2,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on cEOSLab,Verifies the power supplies state and input voltage.,Hardware
s2-spine2,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on cEOSLab,Verifies the device's system cooling status.,Hardware
s2-spine2,VerifyTemperature,skipped,VerifyTemperature test is not supported on cEOSLab,Verifies if the device temperature is within acceptable limits.,Hardware
s2-spine2,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on cEOSLab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
s2-spine2,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
s2-spine2,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
s2-spine2,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
s2-spine2,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
s2-spine2,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
s2-spine2,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
s2-spine2,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
s2-spine2,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-spine2,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Feb 19 22:40:25 235f883ba532 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-spine2,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
s2-spine2,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
s2-spine2,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
s2-spine2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-spine2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-spine2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-spine2,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-spine2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-spine2,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-spine2,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 90.47%,Verifies whether the memory utilization is below 75%.,System
s2-spine2,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-spine2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
